address,price,price_m2,bathrooms,size_construction,size,rooms,description,planta,exterior,preservation,floor_type,last_updated
El Poble-sec (Distrito Sants-Montjuïc. Barcelona Capital),1.090 €,,: En buen estado,: 43 m² ,: 2,: 1,"
            PROMOCIÓN: ¡ALTA DE SUMINISTROS GRATIS si reservas antes del 30 de noviembre! Y además, ¡sin comisiones de agencia!.Piso en alquiler de 2 dormitorios en la ciudad de Barcelona. Situado en el barrio El Poble Sec con todos los servicios, esta vivienda de segunda mano totalmente reformada ofrece buena conexión tanto por transporte público (paradas de autobús próximas, boca de metro de Poble Sec a 300 metros), como por privado, con fácil acceso a las carreteras B-10, N-340 y C-31 en escasos minutos. Su cercanía a colegios, organismos públicos, parques, centros deportivos, supermercados, cafeterías, centro de salud y farmacias la convierten en una propuesta inteligente. En una opción para construir un hogar y entrar a vivir de inmediato.La vivienda se encuentra en la tercera planta de un edificio construido en 1963. Tiene una superficie de 43 m² y se compone de salón-comedor, 2 dormitorios, cocina, 1 baño amueblado y terraza. La cocina está equipada con muebles altos y bajos, placa vitrocerámica, horno, campana extractora de humos y calentador. Todo ello de óptima calidad. Por todo ello, esta vivienda en Barcelona representa una oportunidad para entrar a vivir con su familia.“[A efectos informativos, se hace constar que el índice de referencia de precios de alquiler de la vivienda es de 17,74 €/m2.]”  Con nuestros servicios podrá encontrar la vivienda que necesita y asegurar su inversión con el mejor de los asesoramientos especializados. Empiece ahora mismo pidiendo más información. Un responsable cercano a usted le atenderá personalmente.Requisitos: 1 mes de fianza. Seguro de vivienda y de impagos a cargo del inquilino. Se llevará a cabo un análisis de solvencia para el que solo se tendrán en cuenta ingresos demostrables. Promoción válida para contratos firmados antes de 30 de noviembre del 2023 (incluido). Esta promoción no es acumulable. Condiciones válidas para inmuebles identificados en webs y portales con detalle promocional de campaña identificado en descriptivo del anuncio. En ALQUILATUHOGAR te garantizamos el mejor precio del seguro de impago de rentas, por lo que, si consigues una prima más barata con las mismas condiciones, avísanos y la diferencia te la reembolsamos en el primer recibo de renta y cantidades asimiladas. Para ello, será necesario que nos aportes un comprobante (documento emitido por la compañía aseguradora) en el que veamos la fecha, el precio y las condiciones de la póliza..
        ",: SOL6-CG-64556-0001,,,,"
                Actualizado el 02/11/2023
            "
Llefià-Artigues (Badalona),1.050 €, 12  €/m²,: 8ª,: 82 m² ,: 4,: 1,"
            ¡SIN COMISIÓN DE AGENCIA!",,: SA3458-2001/20010029/68,,,"
                Actualizado el 30/10/2023
            "
El Putxet-El Farró (Distrito Sarrià-Sant Gervasi. Barcelona Capital),1.750 €, 25  €/m²,: 2,: 70 m² ,: 63 m² ,: 2,"
            RG 6794",: Entresuelo,: Madera,: Totalmente exterior,,"
                Actualizado el 18/10/2023
            "
El Pedró (Cornellà de Llobregat),1.350 €, 9  €/m²,: 2ª,: 140 m² ,: 3,: 2,"
            PROMOCIÓN: 1 mes de alquiler GRATIS. Y además, ¡sin comisiones de agencia!",,: SA4647-2201/22010022/13,,,"
                Actualizado el 03/11/2023
            "
Torre-romeu (Distrito Torre-romeu-Can Roqueta. Sabadell),830 €,,: En buen estado,: 55 m² ,: 2,: 2,"
            PROMOCIÓN: ¡ALTA DE SUMINISTROS GRATIS si reservas antes del 30 de noviembre! Y además, ¡sin comisiones de agencia!.Dúplex de 55 m² en alquiler de 2 dormitorios situado en la localidad de Terrassa, provincia de Barcelona.   La vivienda está bien comunicada en todos los aspectos, a 10 minutos de la estación de tren Terrassa Nacions Unides, con paradas de autobús con las líneas M8A y 7 y por carretera, a través de los accesos viarios B-40 y B-122.  La zona dispone de equipamiento variado, centro de salud, centro comercial, polideportivo, supermercados, restaurantes, farmacia, gasolinera, etc. Construido en 2008 este dúplex tiene una superficie de 55 m² y se distribuye en salón-comedor con cocina abierta, amueblada con armarios altos y bajos y equipada con horno, vitrocerámica y campana extractora, 2 dormitorios, 2 baños y terraza, listo para convertirse en su próxima vivienda en alquiler.“[A efectos informativos, se hace constar que el índice de referencia de precios de alquiler de la vivienda es de 10,48€/m2.]” Con nuestros servicios podrá encontrar la vivienda que necesita. Empiece ahora mismo pidiendo más información. Un responsable cercano a usted le atenderá personalmente.Requisitos: 1 mes de fianza. Seguro de vivienda y de impagos a cargo del inquilino. Se llevará a cabo un análisis de solvencia para el que solo se tendrán en cuenta ingresos demostrables. Promoción válida para contratos firmados antes de 30 de noviembre del 2023 (incluido). Esta promoción no es acumulable. Condiciones válidas para inmuebles identificados en webs y portales con detalle promocional de campaña identificado en descriptivo del anuncio. En ALQUILATUHOGAR te garantizamos el mejor precio del seguro de impago de rentas, por lo que, si consigues una prima más barata con las mismas condiciones, avísanos y la diferencia te la reembolsamos en el primer recibo de renta y cantidades asimiladas. Para ello, será necesario que nos aportes un comprobante (documento emitido por la compañía aseguradora) en el que veamos la fecha, el precio y las condiciones de la póliza..
        ",: SOL6-CG-53661-0001,,,,"
                Actualizado el 02/11/2023
            "
Sant Pere Nord (Distrito Sant Pere Nord-Ègara. Terrassa),850 €, 10  €/m²,: 2ª,: 84 m² ,: 2,: 2,"
            ¡SIN COMISIÓN DE AGENCIA!",,: SA4376-2110/21100044/499,,,"
                Actualizado el 02/11/2023
            "
Raval-Santa Rosa-Safaretjos (Santa Coloma de Gramenet),935 €, 12  €/m²,: Bajo,: 75 m² ,: 3,: 1,"
            PROMOCIÓN: 1 mes de alquiler GRATIS. Y además, ¡sin comisiones de agencia!",,: SA4376-2110/21100049/3,,,"
                Actualizado el 03/11/2023
            "
Sant Antoni (Distrito Eixample. Barcelona Capital),2.200 €, 27  €/m²,: 2,: 80 m² ,: 80 m² ,: 2,"
            Ref rs6254",: 3ª,,,,"
                Actualizado el 15/10/2023
            "
La Marina del Port-Parc de Montjuïc (Distrito Sants-Montjuïc. Barcelona Capital),920 €, 12  €/m²,: 1ª,: 75 m² ,: 3,: 1,"
            PROMOCIÓN: 1 mes de alquiler GRATIS. Y además, ¡sin comisiones de agencia!",,: SA4376-2110/21100008/159,,,"
                Actualizado el 02/11/2023
            "
La Llacuna,425 €, 7  €/m²,: 1,: 55 m² ,: 55 m² ,: 2,"
            Altura piso 1º, piso superficie total 55 m², superficie útil 55 m², habitaciones dobles: 2, 1 baño, calefacción (gasoil), cocina, comedor, estado conservación: buen estado, lavadero, amueblado, terraza, trastero, se aceptan mascotas.
        ",: 1ª,: En buen estado,: 522168-000064,,"
                Actualizado el 04/11/2023
            "
Ca n'Oriol (Rubí),810 €,,: En buen estado,: 51 m² ,: 3,: 1,"
            PROMOCIÓN: ¡ALTA DE SUMINISTROS GRATIS si reservas antes del 30 de noviembre! Y además, ¡sin comisiones de agencia!.Piso en alquiler de 3 dormitorios en la localidad de Rubí, provincia de Barcelona. Situado en zona residencial con todos los servicios y buenas comunicaciones tanto por transporte público (paradas de autobús próximas, estación de tren a 20 minutos a pie), como por privado, con fácil acceso a las carreteras C-16, AP-7 y B-30 en pocos minutos. Su cercanía a colegios, organismos públicos, parques, centros deportivos, supermercados, cafeterías, centro de salud y farmacias la convierten en una propuesta inteligente. En una opción para construir un hogar y entrar a vivir de inmediato.La vivienda se encuentra en la segunda planta de un edificio construido en 1970. Tiene una superficie de 51 m² y se compone de salón-comedor con acceso a terraza, 3 dormitorios (uno de ellos con armario empotrado), cocina con lavadero y 1 baño amueblado. La cocina está equipada con muebles altos y bajos, placa vitrocerámica, horno, extractor de humos y calentador. Todo ello de óptima calidad. Por todo ello, esta vivienda en Rubí representa una oportunidad para entrar a vivir con su familia.Con nuestros servicios podrá encontrar la vivienda que necesita y asegurar su inversión con el mejor de los asesoramientos especializados. Empiece ahora mismo pidiendo más información. Un responsable cercano a usted le atenderá personalmente.“[A efectos informativos, se hace constar que el índice de referencia de precios de alquiler de la vivienda es de 12,41€/m2.]”  Requisitos: 1 mes de fianza. Seguro de vivienda y de impagos a cargo del inquilino. Se llevará a cabo un análisis de solvencia para el que solo se tendrán en cuenta ingresos demostrables. Promoción válida para contratos firmados antes de 30 de noviembre del 2023 (incluido). Esta promoción no es acumulable. Condiciones válidas para inmuebles identificados en webs y portales con detalle promocional de campaña identificado en descriptivo del anuncio. En ALQUILATUHOGAR te garantizamos el mejor precio del seguro de impago de rentas, por lo que, si consigues una prima más barata con las mismas condiciones, avísanos y la diferencia te la reembolsamos en el primer recibo de renta y cantidades asimiladas. Para ello, será necesario que nos aportes un comprobante (documento emitido por la compañía aseguradora) en el que veamos la fecha, el precio y las condiciones de la póliza..
        ",: SOL6-CG-69851-0001,,,,"
                Actualizado el 02/11/2023
            "
El Camp de l'Arpa del Clot (Distrito Sant Martí. Barcelona Capital),2.600 €, 23  €/m²,: 2,: 110 m² ,: 100 m² ,: 3,"
            RS0644",: 1ª,: Patio de manzana,: Más de 50 años,,"
                Actualizado el 29/08/2023
            "
La Concòrdia (Sabadell),950 €,,: En buen estado,: 104 m² ,: 3,: 2,"
            PROMOCIÓN: ¡ALTA DE SUMINISTROS GRATIS si reservas antes del 30 de noviembre! Y además, ¡sin comisiones de agencia!.Piso en alquiler de 3 dormitorios en la localidad de Sabadell, provincia de Barcelona. Situado próximo al Estadio Nova Creu Alta con todos los servicios y buenas comunicaciones tanto por transporte público (paradas de autobús próximas, estación de tren de Sabadell norte y La Creu a unos 10 minutos andando), como por privado, con fácil acceso a la carretera C-58 en pocos minutos. Su cercanía a colegios, organismos públicos, parques, centros deportivos, supermercados, cafeterías, centro de salud y farmacias la convierten en una propuesta inteligente. En una opción para construir un hogar y entrar a vivir de inmediato.La vivienda se encuentra en la octava planta de un edificio con ascensor construido en 1977. Tiene una superficie de 104 m² y se compone de salón-comedor con acceso a terraza de amplias vistas, 3 dormitorios, cocina con lavadero y 2 baños. La cocina está equipada con muebles altos y bajos, placa vitrocerámica, horno, campana extractora de humos y calentador. Todo ello de óptima calidad. Por todo ello, esta vivienda en Sabadell representa una oportunidad para entrar a vivir con su familia.Con nuestros servicios podrá encontrar la vivienda que necesita y asegurar su inversión con el mejor de los asesoramientos especializados. Empiece ahora mismo pidiendo más información. Un responsable cercano a usted le atenderá personalmente.“[A efectos informativos, se hace constar que el índice de referencia de precios de alquiler de la vivienda es de 8,99€/m2.]” Requisitos: 1 mes de fianza. Seguro de vivienda y de impagos a cargo del inquilino. Se llevará a cabo un análisis de solvencia para el que solo se tendrán en cuenta ingresos demostrables. Promoción válida para contratos firmados antes de 30 de noviembre del 2023 (incluido). Esta promoción no es acumulable. Condiciones válidas para inmuebles identificados en webs y portales con detalle promocional de campaña identificado en descriptivo del anuncio. En ALQUILATUHOGAR te garantizamos el mejor precio del seguro de impago de rentas, por lo que, si consigues una prima más barata con las mismas condiciones, avísanos y la diferencia te la reembolsamos en el primer recibo de renta y cantidades asimiladas. Para ello, será necesario que nos aportes un comprobante (documento emitido por la compañía aseguradora) en el que veamos la fecha, el precio y las condiciones de la póliza.ADVERTENCIA: Vivienda de protección oficial. Será requisito imprescindible para su alquiler cumplir con los requisitos de acceso legalmente estipulados y estar inscritos en el listado de demandantes de viviendas de protección oficial..
        ",: SOL6-CH-68778-0001,,,,"
                Actualizado el 02/11/2023
            "
